Name,GID,Source,Xa4,xa5,Xa7,xa13,Xa21,Pita,Pi9,Pi54,Pi35(t)
IR14D179,4461505,IRRI,,,,,,,,,
IR15M1017,4287084,IRRI,,,,,,,,,
IR 102885-34-115-8-12,4203132,IRRI,,,,,,,,,
IR 98379-B-B-B-B-2,300034468,IRRI,,,,,,,,,
IR15M1006,4286058,IRRI,,,,,,,,,
IR 102885-2-74-19-2-29,4193565,IRRI,,,,,,,,,
IR 102885-34-115-12-15,4194604,IRRI,,,,,,,,,
IR13A342,3769124,IRRI,,,,,,,,,
IR 102885-34-115-11-1-30,4198156,IRRI,,,,,,,,,
IR 92978-166-3-1-2-3,3858042,IRRI,,,,,,,,,
IR15M1359,4286978,IRRI,,,,,,,,,
IR15A3295,300170720,IRRI,,,,,,,,,
IR13F475,4536005,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-70,300287877,IRRI,,,,,,,,,
IR 91917-6-1-1-2-2,3682585,IRRI,,,,,,,,,
IR13N188,3807569,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-467,300287717,IRRI,,,,,,,,,
IR 102885-34-115-11-1-13,4198139,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-340-1,300430176,IRRI,,,,,,,,,
IR 100160-B-B RGA-B RGA-389-1,300251476,IRRI,,,,,,,,,
IR13M128,3859400,IRRI,,,,,,,,,
IR12A162,3425875,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-193,300287443,IRRI,,,,,,,,,
IR 102885-34-115-8-6,4203126,IRRI,,,,,,,,,
IR15M2517,300250462,IRRI,,,,,,,,,
IR 95097:6-B-3-9-12-GBS,4039881,IRRI,,,,,,,,,
IR13A413,3769401,IRRI,,,,,,,,,
IR 95128:12-B-17-11-4-GBS,4039959,IRRI,,,,,,,,,
IR 102885-2-74-15-3-20,4198732,IRRI,,,,,,,,,
IR 103718-B-B RGA-B RGA-B RGA-B RGA-16-1,300430550,IRRI,,,,,,,,,
PIR-26>C0-2558-1-2-2-1,4537208,IRRI,,,,,,,,,
AUS 278::IRGC 29068-1,4231396,IRRI,,,,,,,,,
IR 97215-19-2-2-1,300260688,IRRI,,,,,,,,,
IR 102697-2-4-4-76-7-B,300280739,IRRI,,,,,,,,,
IR 63311-B-3R-B-24-3,300177615,IRRI,,,,,,,,,
IR 92969-104-2-3-3-3,3857451,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-343-1,300430178,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-7,300287814,IRRI,,,,,,,,,
IR13N185,3807557,IRRI,,,,,,,,,
IR 101760-12-1,4303109,IRRI,,,,,,,,,
AMAKOYALI::IRGC 60878-1,4231501,IRRI,,,,,,,,,
IR15M1154,4287190,IRRI,,,,,,,,,
IR12A281,3426999,IRRI,,,,,,,,,
PIR-26>C0-808-1-8-4-1,4537091,IRRI,,,,,,,,,
IR 101756-6-2,4302832,IRRI,,,,,,,,,
IR15A2791,300080422,IRRI,,,,,,,,,
IR 96824-9-2-2,4228958,IRRI,,,,,,,,,
IR15M1364,4287198,IRRI,,,,,,,,,
IR15M1348,4286184,IRRI,,,,,,,,,
PIR-26>C0-1053-1-4-1-1,4537192,IRRI,,,,,,,,,
IR 100136-B-B RGA-B RGA-89-1,300279921,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-296-1,300430150,IRRI,,,,,,,,,
IR 95132:7-B-12-15-7-GBS,4039899,IRRI,,,,,,,,,
9524,4231127,IRRI,,,,,,,,,
IR 110630-B-B-B-15-1,4226323,IRRI,,,,,,,,,
IR15M1018,4287085,IRRI,,,,,,,,,
IR 92978-8-3-3-3-1,3857488,IRRI,,,,,,,,,
IR 102885-1662-6-3-6,4199288,IRRI,,,,,,,,,
IR15M1323,4290538,IRRI,,,,,,,,,
IR 98492-316-1,4395265,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-509,300287759,IRRI,,,,,,,,,
IR09A231,2450927,IRRI,,,,,,,,,
IR15M1902,300089528,IRRI,,,,,,,,,
IR 100171-B-B RGA-B RGA-B RGA-B RGA-261-1,300429886,IRRI,,,,,,,,,
IR15M1353,4286266,IRRI,,,,,,,,,
SREERAMPUR SHAITA::IRGC 64799-1,4231285,IRRI,,,,,,,,,
IR13A408,3769391,IRRI,,,,,,,,,
IR13N191,3807578,IRRI,,,,,,,,,
IR12N112,3346776,IRRI,,,,,,,,,
IR15A1938,4395125,IRRI,,,,,,,,,
IR 110630-B-B-B-10-1,4226321,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-62-1,300430020,IRRI,,,,,,,,,
IR 102885-2-74-10-2-22,4195654,IRRI,,,,,,,,,
IR13A468,3769549,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-255-1,300430354,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-4-1,300429979,IRRI,,,,,,,,,
IR 92978-131-2-2-3-2,3858035,IRRI,,,,,,,,,
IR12N105,3347440,IRRI,,,,,,,,,
IR15M1219,4287705,IRRI,,,,,,,,,
IR 95133:10-B-3-4-10-GBS,4039917,IRRI,,,,,,,,,
IR 92978-125-1-3-3-1,3858028,IRRI,,,,,,,,,
IR15A3668,300173451,IRRI,,,,,,,,,
IR15A3714,300173815,IRRI,,,,,,,,,
IR08N103,2338081,IRRI,,,,,,,,,
IR03A159,1129071,IRRI,,,,,,,,,
IR10A110,2697172,IRRI,,,,,,,,,
IR10C175,2868763,IRRI,,,,,,,,,
IR 97343-B RGA-B RGA-B RGA-8,300033338,IRRI,,,,,,,,,
IR 95095:3-B-11-19-8-GBS,4039871,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-42,300287849,IRRI,,,,,,,,,
IR13M148,3869576,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-454,300288261,IRRI,,,,,,,,,
PIR-26>C0-717-1-2-1-1,4537129,IRRI,,,,,,,,,
IR 102885-25-8-7-1-27,4203843,IRRI,,,,,,,,,
DD 115,4440344,IRRI,,,,,,,,,
IR12N115,3346809,IRRI,,,,,,,,,
IR09N389,2471800,IRRI,,,,,,,,,
AUS 55::IRGC 28918-1,4231191,IRRI,,,,,,,,,
IR13N221,3807694,IRRI,,,,,,,,,
IR13A187,3768767,IRRI,,,,,,,,,
IR 101723-65-1-1-B,300089315,IRRI,,,,,,,,,
IR 102885-34-115-18-16,4200073,IRRI,,,,,,,,,
IR15M1105,4286977,IRRI,,,,,,,,,
IR13A179,3768754,IRRI,,,,,,,,,
IR09A143,2547990,IRRI,,,,,,,,,
IR14M120,4151647,IRRI,,,,,,,,,
IR15A3132,300169251,IRRI,,,,,,,,,
IR02A149,967011,IRRI,,,,,,,,,
IR 93331:32-B-18-10-B-B,3480120,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-512,300287762,IRRI,,,,,,,,,
IR12A124,3425487,IRRI,,,,,,,,,
IR10N111,2697454,IRRI,,,,,,,,,
IR15A3592,300173140,IRRI,,,,,,,,,
IR 102885-1662-6-3-19,4199301,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-536,300287786,IRRI,,,,,,,,,
IR 99043-B-B-B-B-11,300039394,IRRI,,,,,,,,,
IR 102885-34-115-10-3-25,4203658,IRRI,,,,,,,,,
IR12M109,3492821,IRRI,,,,,,,,,
IR 106434-B-B-B-B-56,300233240,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-16-1,300429990,IRRI,,,,,,,,,
IR12N177,3522616,IRRI,,,,,,,,,
IR15M1166,4287224,IRRI,,,,,,,,,
IR 102885-34-115-12-12,4194455,IRRI,,,,,,,,,
IR15M1057,4286676,IRRI,,,,,,,,,
IR 102885-2-74-10-2-4,4195636,IRRI,,,,,,,,,
IR 99675-17-3-2-B,4360973,IRRI,,,,,,,,,
IR 99129-B RGA-B RGA-136-1,300429785,IRRI,,,,,,,,,
IR 84639-7-97-6-6-2-2-4-2-2-2-B,4536037,IRRI,,,,,,,,,
IR13A104,3658840,IRRI,,,,,,,,,
IR13A321,3769060,IRRI,,,,,,,,,
DD 70,4440316,IRRI,,,,,,,,,
IR 100171-B-B RGA-B RGA-B RGA-B RGA-159,300286681,IRRI,,,,,,,,,
PIR-26>C0-808-1-5-1-1,4537087,IRRI,,,,,,,,,
ARC 6578,4231121,IRRI,,,,,,,,,
IR14A120,4228957,IRRI,,,,,,,,,
IR 100160-B-B RGA-B RGA-381-1,300251469,IRRI,,,,,,,,,
IR 95041:5-B-5-22-3-GBS,4039840,IRRI,,,,,,,,,
IR 92978-133-1-2-2-3,3858039,IRRI,,,,,,,,,
IR 102885-1667-4-1-5,4194628,IRRI,,,,,,,,,
IR15M1355,4286757,IRRI,,,,,,,,,
IR 93915-82-CMU 2-2-CMU 2-AJY B,300177572,IRRI,,,,,,,,,
IR 99284-54-1-2,4289987,IRRI,,,,,,,,,
IR 98379-B-B-B-B-53,300034519,IRRI,,,,,,,,,
IR12A153,3425835,IRRI,,,,,,,,,
IR 100086-B-B-B-B-13-1-1,300279942,IRRI,,,,,,,,,
IR11C169,300260698,IRRI,,,,,,,,,
IR15M1180,4287291,IRRI,,,,,,,,,
IR 100160-B-B RGA-B RGA-377-1,300251466,IRRI,,,,,,,,,
IR 99043-B-B-B-B-16,300039399,IRRI,,,,,,,,,
IR 102885-34-115-6-6,4201821,IRRI,,,,,,,,,
IR13A384,3769308,IRRI,,,,,,,,,
IR13M127,3859399,IRRI,,,,,,,,,
IR 92978-125-1-3-3-3,3858030,IRRI,,,,,,,,,
ARC 12079::IRGC 21888-1,4231378,IRRI,,,,,,,,,
IR 95097:14-B-4-8-7-GBS,4039887,IRRI,,,,,,,,,
IR 70869-B-P-25-3,300177675,IRRI,,,,,,,,,
IRRI 102,402205,IRRI,,,,,,,,,
IR02W112,4535154,IRRI,,,,,,,,,
IR 94297-118-2-1-3,3859406,IRRI,,,,,,,,,
IR15F2098,300173712,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-339,300287589,IRRI,,,,,,,,,
IR 94297-118-2-1-1,3859404,IRRI,,,,,,,,,
SATHI::IRGC 46659-1,4231472,IRRI,,,,,,,,,
HTVN-15-2-2-2-2-B,4507079,IRRI,,,,,,,,,
IR13A397,3769365,IRRI,,,,,,,,,
IR 97318-74-1-1-1-1,4389695,IRRI,,,,,,,,,
IR08N131,2337772,IRRI,,,,,,,,,
IR 97326-1-3-2-3,4214770,IRRI,,,,,,,,,
IR 99043-B-B-B-B-67,300039450,IRRI,,,,,,,,,
IR13N182,3807541,IRRI,,,,,,,,,
IR 106434-B-B-B-B-45,300233229,IRRI,,,,,,,,,
DHEKI SHAITA::IRGC 64775-1,4231219,IRRI,,,,,,,,,
IR 102885-29-48-5-5,4195662,IRRI,,,,,,,,,
IR15M2037,300249140,IRRI,,,,,,,,,
IR 95029:7-B-5-23-21-GBS,4039830,IRRI,,,,,,,,,
IR 92978-128-2-1-1-1,3858031,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-45-1,300430007,IRRI,,,,,,,,,
IR11C170,300260681,IRRI,,,,,,,,,
IR 102885-34-115-5-14,4197623,IRRI,,,,,,,,,
IR 102885-25-8-4-3-3,4194349,IRRI,,,,,,,,,
IR09A200,2642767,IRRI,,,,,,,,,
IR15M1248,4288751,IRRI,,,,,,,,,
IR 92978-125-1-3-3-2,3858029,IRRI,,,,,,,,,
IR 95028:2-B-8-18-9-GBS,4039816,IRRI,,,,,,,,,
IR15M1009,4286115,IRRI,,,,,,,,,
IR15A3315,300170782,IRRI,,,,,,,,,
IR 95041:2-B-12-5-7-GBS,4039838,IRRI,,,,,,,,,
IR 92978-133-1-2-2-2,3858038,IRRI,,,,,,,,,
IR 99266-86-5-3,4288603,IRRI,,,,,,,,,
IR15M1163,4287217,IRRI,,,,,,,,,
IR15M1182,4287309,IRRI,,,,,,,,,
IR13A396,3769363,IRRI,,,,,,,,,
IR13N203,3807623,IRRI,,,,,,,,,
IR15M1276,4289267,IRRI,,,,,,,,,
ARC 14088::IRGC 41391-1,4231338,IRRI,,,,,,,,,
IR12A313,3425501,IRRI,,,,,,,,,
IR15A3237,300170487,IRRI,,,,,,,,,
IR 110622-B-B-B-1-1,4226507,IRRI,,,,,,,,,
IR15A1152,4395281,IRRI,,,,,,,,,
IR15A3823,300174253,IRRI,,,,,,,,,
IR 94297-117-2-5-2,3859402,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-244-1,300430349,IRRI,,,,,,,,,
PIR-26>C0-2087-1-4-3-1,4537136,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-530,300287780,IRRI,,,,,,,,,
IR13A469,3769551,IRRI,,,,,,,,,
IR 97367-28-11,4394787,IRRI,,,,,,,,,
IR12N167,3425787,IRRI,,,,,,,,,
IR 99129-57-1,4395288,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-39,300287846,IRRI,,,,,,,,,
IR 102885-34-115-4-2-24,4194963,IRRI,,,,,,,,,
IR12A127,3425505,IRRI,,,,,,,,,
IR13N123,3659278,IRRI,,,,,,,,,
ARC 10145::IRGC 20744-1,4231370,IRRI,,,,,,,,,
IR 93329:29-B-1-23-B-B,3479914,IRRI,,,,,,,,,
IR10N130,2754474,IRRI,,,,,,,,,
IR 95040:4-B-23-6-10-GBS,4039835,IRRI,,,,,,,,,
IR09M109,2472787,IRRI,,,,,,,,,
IR15A3957,300252451,IRRI,,,,,,,,,
IR 102885-34-115-8-22,4203142,IRRI,,,,,,,,,
IR13N202,3807619,IRRI,,,,,,,,,
IR15M2372,300250175,IRRI,,,,,,,,,
IR 99284-54-2-2,4289990,IRRI,,,,,,,,,
IR 102885-34-115-11-1-29,4198155,IRRI,,,,,,,,,
IR 91158-AC 206,3085026,IRRI,,,,,,,,,
TCCP 266-1-3B-13-1-3,300177703,IRRI,,,,,,,,,
IR08N164,2337030,IRRI,,,,,,,,,
IR 103718-B-B RGA-B RGA-B RGA-B RGA-114-1,300430573,IRRI,,,,,,,,,
IR13N187,3807563,IRRI,,,,,,,,,
IR 102885-1642-9-1-15,4202361,IRRI,,,,,,,,,
PIR-26>C0-1723-1-1-1-1,4536999,IRRI,,,,,,,,,
IR15M1366,4287216,IRRI,,,,,,,,,
KAMOZ::IRGC 67019-1,4231316,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-332,300287582,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-73-1,300430028,IRRI,,,,,,,,,
IR15M1161,4287212,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-500,300287750,IRRI,,,,,,,,,
RATNAGIRI 45-2::IRGC 39709-1,4231467,IRRI,,,,,,,,,
IR 103728-B-B-B-PRN B-PRN B-PRN 2-PRN 1,4815530,IRRI,,,,,,,,,
IR 102885-34-115-1-3-17,4196311,IRRI,,,,,,,,,
IR 92978-133-1-2-2-1,3858037,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-444-1,300430442,IRRI,,,,,,,,,
PARAO 2010-11,4702660,IRRI,,,,,,,,,
IR06N209,1845120,IRRI,,,,,,,,,
IR10A114,2697159,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-198-1,300430101,IRRI,,,,,,,,,
IR 98462-B-B-7,4214777,IRRI,,,,,,,,,
ARC 7229,4231122,IRRI,,,,,,,,,
HABIGONJ BORO 6::IRGC 10873-1,4231227,IRRI,,,,,,,,,
IRRI 102,4039766,IRRI,,,,,,,,,
IR15A3327,300170860,IRRI,,,,,,,,,
IR 92972-92-1-3-1-2,3857471,IRRI,,,,,,,,,
IR13A427,3769432,IRRI,,,,,,,,,
IR 103718-B-B RGA-B RGA-B RGA-B RGA-98-1,300430570,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-300,300287550,IRRI,,,,,,,,,
IR 94042-42-1-1-2,3858705,IRRI,,,,,,,,,
IR 110626-B-B-B-3-2,4226421,IRRI,,,,,,,,,
IR 102885-34-115-11-2-8,4203378,IRRI,,,,,,,,,
IR13N193,3807583,IRRI,,,,,,,,,
IR13A493,3769643,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-128-1,300430297,IRRI,,,,,,,,,
IR 64426-4B-11-1,300177621,IRRI,,,,,,,,,
IR 102885-1667-1-1-3,4202306,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-345-1,300430179,IRRI,,,,,,,,,
IR 103298-B-B RGA-B RGA-501-1,300279733,IRRI,,,,,,,,,
IR12N154,3425668,IRRI,,,,,,,,,
IR 99043-B-B-B-B-2,300039385,IRRI,,,,,,,,,
IR14D199,4461509,IRRI,,,,,,,,,
IR 92978-11-3-2-2-2,3857492,IRRI,,,,,,,,,
IR 102885-34-115-1-1-4,4193979,IRRI,,,,,,,,,
IR 91896-86-2-2-1-2,3682555,IRRI,,,,,,,,,
IR15M2518,300250463,IRRI,,,,,,,,,
IR 92972-92-1-3-1-3,3857472,IRRI,,,,,,,,,
IR13M120,3869607,IRRI,,,,,,,,,
IR 103718-B-B RGA-B RGA-B RGA-B RGA-204-1,300430584,IRRI,,,,,,,,,
IR12A269,3426453,IRRI,,,,,,,,,
IR13M146,3859401,IRRI,,,,,,,,,
BUNGA MEHU,300177714,IRRI,,,,,,,,,
IR13M151,3857491,IRRI,,,,,,,,,
IR 97343-B RGA-B RGA-B RGA-36,300033366,IRRI,,,,,,,,,
IR15M1962,300248966,IRRI,,,,,,,,,
SARAYA,4231166,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-403-1,300430419,IRRI,,,,,,,,,
IR 64419-3B-4-3,300177619,IRRI,,,,,,,,,
IR13N218,3807671,IRRI,,,,,,,,,
SMI11R015-16-B-B-B,4510737,IRRI,,,,,,,,,
IR 102885-34-115-12-14,4194603,IRRI,,,,,,,,,
IR15M2268,300249881,IRRI,,,,,,,,,
IR06N234,2020798,IRRI,,,,,,,,,
IR 102885-34-115-9-1-9,4201051,IRRI,,,,,,,,,
IR 97367-28-1-2,300052162,IRRI,,,,,,,,,
IR15M2404,300250224,IRRI,,,,,,,,,
IR09N502,2451081,IRRI,,,,,,,,,
IRRI 149,2159583,IRRI,,,,,,,,,
IR13M157,3857505,IRRI,,,,,,,,,
IR 102885-34-115-8-16,4203136,IRRI,,,,,,,,,
IR15A3135,300169264,IRRI,,,,,,,,,
KHAO TOT LONG 227,4231160,IRRI,,,,,,,,,
IR12N113,3346779,IRRI,,,,,,,,,
DD 121,4440348,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-402,300288209,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-323,300288130,IRRI,,,,,,,,,
IR15M1319,4290397,IRRI,,,,,,,,,
IR15A3313,300170780,IRRI,,,,,,,,,
IR 97343-B RGA-B RGA-B RGA-29,300033359,IRRI,,,,,,,,,
PIR-26>C0-2162-1-1-2-1,4537162,IRRI,,,,,,,,,
SUGA PANKHA::IRGC 24054-1,4231478,IRRI,,,,,,,,,
IR12N223,3426887,IRRI,,,,,,,,,
IR12N255,3425643,IRRI,,,,,,,,,
IR12M105,2814315,IRRI,,,,,,,,,
IR 99266-82-1-1,4288583,IRRI,,,,,,,,,
IR 97346-B RGA-B RGA-B RGA-B RGA-6,300033897,IRRI,,,,,,,,,
IR 100160-B-B RGA-B RGA-380-1,300251468,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-356-1,300430185,IRRI,,,,,,,,,
IR15M1005,4286056,IRRI,,,,,,,,,
IR 102885-34-115-11-1-28,4198154,IRRI,,,,,,,,,
IR10N187,2754628,IRRI,,,,,,,,,
IR 92978-11-3-2-2-3,3857493,IRRI,,,,,,,,,
PIR-26>C0-1721-1-1-2-1,4537124,IRRI,,,,,,,,,
IR13A462,3769535,IRRI,,,,,,,,,
IR 102885-2-74-10-2-8,4195640,IRRI,,,,,,,,,
IR13A418,3769411,IRRI,,,,,,,,,
EL-74,4812863,IRRI,,,,,,,,,
IR15F2111,300173967,IRRI,,,,,,,,,
IR15M2531,300250609,IRRI,,,,,,,,,
IR12A155,3425848,IRRI,,,,,,,,,
IR15M2047,300249157,IRRI,,,,,,,,,
IR 97318-74-1-1-1,4211742,IRRI,,,,,,,,,
IR15M1975,300248987,IRRI,,,,,,,,,
IR13A101,3658691,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-214,300288021,IRRI,,,,,,,,,
IR 97343-B RGA-B RGA-B RGA-25,300033355,IRRI,,,,,,,,,
IR14D118,4461400,IRRI,,,,,,,,,
IR 102885-34-115-8-28,4203148,IRRI,,,,,,,,,
IR15M1965,300248970,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-275,300288082,IRRI,,,,,,,,,
IR13A345,3769148,IRRI,,,,,,,,,
IR 94297-118-2-1-2,3859405,IRRI,,,,,,,,,
IR 95097:12-B-8-15-16-GBS,4039885,IRRI,,,,,,,,,
IR15M2539,300250624,IRRI,,,,,,,,,
IR 104006:4-29-B RGA-B RGA-B RGA-21,300034227,IRRI,,,,,,,,,
IR 97318-74-1-1-2,4211743,IRRI,,,,,,,,,
IR13A117,3659066,IRRI,,,,,,,,,
IR 92978-16-1-3-1-2,3857495,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-96,300287903,IRRI,,,,,,,,,
PIR-26>C0-1787-1-2-1-1,4537113,IRRI,,,,,,,,,
IR15M1007,4286060,IRRI,,,,,,,,,
IR 99129-72-1,4395293,IRRI,,,,,,,,,
IR12A125,3425496,IRRI,,,,,,,,,
IR10A143,2697186,IRRI,,,,,,,,,
IR10N122,2757262,IRRI,,,,,,,,,
IR 102885-34-115-1-3-22,4196316,IRRI,,,,,,,,,
IR12N137,3425539,IRRI,,,,,,,,,
IR15M1112,4286987,IRRI,,,,,,,,,
PIR-26>C0-1296-1-9-1-2,4537024,IRRI,,,,,,,,,
IR11N403,3219955,IRRI,,,,,,,,,
IR13A445,3769489,IRRI,,,,,,,,,
IR 99266-82-2-1,4288584,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-426,300287676,IRRI,,,,,,,,,
IR 95044:7-B-9-7-11-GBS,4039849,IRRI,,,,,,,,,
IR 101760-146-2,4303234,IRRI,,,,,,,,,
IR15A3335,300170871,IRRI,,,,,,,,,
IR 95098:1-B-11-6-3-GBS,4039890,IRRI,,,,,,,,,
WEDA HEENATI::IRGC 67661-1,4231293,IRRI,,,,,,,,,
IR 102885-2-74-15-3-6,4198718,IRRI,,,,,,,,,
IR09N526,2450883,IRRI,,,,,,,,,
IR15M1224,4287926,IRRI,,,,,,,,,
IR12A179,3522643,IRRI,,,,,,,,,
IR 103718-B-B RGA-B RGA-B RGA-B RGA-144,300288974,IRRI,,,,,,,,,
IR 101760-141-2,4303230,IRRI,,,,,,,,,
IR 94042-42-1-1-3,3858706,IRRI,,,,,,,,,
IR15M1065,4286756,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-435,300287685,IRRI,,,,,,,,,
IR10M128,2698097,IRRI,,,,,,,,,
IR10N186,2754625,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-7-1,300429981,IRRI,,,,,,,,,
IR 102885-34-115-6-11,4201826,IRRI,,,,,,,,,
IR 97367-28-13,4394789,IRRI,,,,,,,,,
IR13A423,3769420,IRRI,,,,,,,,,
IR09A234,2450841,IRRI,,,,,,,,,
IR 97343-B RGA-B RGA-B RGA-35,300033365,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-139-1,300430305,IRRI,,,,,,,,,
IR 93328:33-B-22-19-B-B,3479878,IRRI,,,,,,,,,
IR12A309,3427338,IRRI,,,,,,,,,
MALAGKIT (PINELIPE)::IRGC 67444-1,4231455,IRRI,,,,,,,,,
KALAMKATI::IRGC 45975-1,4231116,IRRI,,,,,,,,,
IR13M176,1183121,IRRI,,,,,,,,,
IR13N207,3807633,IRRI,,,,,,,,,
IR 102885-34-115-1-3-23,4196317,IRRI,,,,,,,,,
IR15M1081,4286817,IRRI,,,,,,,,,
IR15M2530,300250608,IRRI,,,,,,,,,
IR 95132:8-B-16-4-2-GBS,4039900,IRRI,,,,,,,,,
IR 102885-34-115-9-1-24,4201066,IRRI,,,,,,,,,
IR15M1025,4286188,IRRI,,,,,,,,,
IR15M1053,4286589,IRRI,,,,,,,,,
MUSHKAN 340 A::IRGC 28073-1,4231458,IRRI,,,,,,,,,
IR15A3903,300174526,IRRI,,,,,,,,,
IR 102885-34-115-1-3-27,4196321,IRRI,,,,,,,,,
IR 92937-205-1-2-3-1,3869615,IRRI,,,,,,,,,
IR 95128:4-B-4-11-17-GBS,4039894,IRRI,,,,,,,,,
IR13M147,3859403,IRRI,,,,,,,,,
IR 92978-16-1-3-1-1,3857494,IRRI,,,,,,,,,
ARC 11822::IRGC 21677-1,4231375,IRRI,,,,,,,,,
PIR-26>C0-2852-2-3-1-3,4537200,IRRI,,,,,,,,,
IR 99269-52-2-2,4288950,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-65-1,300430021,IRRI,,,,,,,,,
IR 102885-34-115-11-2-26,4203396,IRRI,,,,,,,,,
IR13N199,3807611,IRRI,,,,,,,,,
IR12N218,3426849,IRRI,,,,,,,,,
IR13N208,3807637,IRRI,,,,,,,,,
IR15F2067,300173573,IRRI,,,,,,,,,
IR12N155,3425677,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-43-1,300430005,IRRI,,,,,,,,,
IR 91184-169-1-2-2-1,3869645,IRRI,,,,,,,,,
IR13A453,3769505,IRRI,,,,,,,,,
IR 99266-86-1-2,4288600,IRRI,,,,,,,,,
IR15A3912,300174550,IRRI,,,,,,,,,
IR 105469:72-22-1,4207634,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-50-1,300430011,IRRI,,,,,,,,,
IR 65851-4B-18-1-2,300177597,IRRI,,,,,,,,,
IR15M2579,300250703,IRRI,,,,,,,,,
IR 61925-3B-20-3,300177613,IRRI,,,,,,,,,
CODE NO BI 93,4441666,IRRI,,,,,,,,,
IR 90875 H,4534806,IRRI,,,,,,,,,
IR13N173,3806868,IRRI,,,,,,,,,
IR 99043-B-B-B-B-24,300039407,IRRI,,,,,,,,,
IR 92937-178-2-3-2-3,3869611,IRRI,,,,,,,,,
IR13N180,3807528,IRRI,,,,,,,,,
PIR-26>C0-2087-1-5-2-1,4537193,IRRI,,,,,,,,,
IR 101756-67-2,4302862,IRRI,,,,,,,,,
IR09N296,2465464,IRRI,,,,,,,,,
IR 102885-1-82-1-6,4205346,IRRI,,,,,,,,,
IR 102885-34-115-8-2-14,4208718,IRRI,,,,,,,,,
IR15M2043,300249153,IRRI,,,,,,,,,
IR12A120,3272414,IRRI,,,,,,,,,
IR15A2781,300080410,IRRI,,,,,,,,,
IR 110630-B-B-B-9-2,4226320,IRRI,,,,,,,,,
IR 92978-16-1-3-1-3,3857496,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-86-1,300430038,IRRI,,,,,,,,,
IR 101760-5-1,4298605,IRRI,,,,,,,,,
IR 91152-AC 424,3017753,IRRI,,,,,,,,,
IR13A190,3768778,IRRI,,,,,,,,,
IR 110630-B-B-B-9-1,4226319,IRRI,,,,,,,,,
IR 99284-54-3-2,4289993,IRRI,,,,,,,,,
IR 103309-B-B RGA-B RGA-188-1,300430096,IRRI,,,,,,,,,
IR15M1004,4286053,IRRI,,,,,,,,,
IR15M1036,4286258,IRRI,,,,,,,,,
IR 99079-B-B-B-B-69,300039894,IRRI,,,,,,,,,
IR 103310-B-B RGA-B RGA-325-1,300430383,IRRI,,,,,,,,,
ARC 10955::IRGC 12683-1,4231184,IRRI,,,,,,,,,
IR13N186,3807558,IRRI,,,,,,,,,
IR 95133:8-B-4-20-3-GBS,4039915,IRRI,,,,,,,,,
IR15F1419,300280707,IRRI,,,,,,,,,
